sweep_dim,sweep_value,strategy,far_mean,far_std,far_ci95,delay_mean_mean,delay_mean_std,delay_mean_ci95,bandwidth_mb_mean,bandwidth_mb_std,bandwidth_mb_ci95,bandwidth_per_node_kb_mean,bandwidth_per_node_kb_std,bandwidth_per_node_kb_ci95,expired_ttl_rate_mean,expired_ttl_rate_std,expired_ttl_rate_ci95,coverage_rate_mean,coverage_rate_std,coverage_rate_ci95,n_runs
network_size,1500,PULL,,,,,,,,,,,,,,,,,,,0
network_size,1500,PUSH,,,,,,,,,,,,,,,,,,,0
network_size,1500,GOSSIP,0.06475667898725271,0.005375207209493735,0.004711576855721378,22454.32340268322,382.46379672732445,335.24429897866395,205.40532608032225,15.948627437119267,13.979588318109037,107.86413020833334,8.375074100312885,7.34107612191982,0.24374098652554474,0.007750144491820533,0.006793301168309259,0.9715443065953785,0.014323139924988307,0.012554785693217916,5
network_size,1500,MIXED,0.005373652116956104,0.0013697219318444013,0.0012006142091515546,3246.1894244737687,10.750839620047142,9.42352641660438,999.3268539428711,91.50727984719812,80.20966728437716,524.7747171474359,48.05305362232353,42.12035861497551,0.0020305780017379105,0.0016381993365822646,0.0014359450302988566,0.99486865753624,0.002239743442564265,0.001963221687175372,5
network_size,2000,PULL,,,,,,,,,,,,,,,,,,,0
network_size,2000,PUSH,,,,,,,,,,,,,,,,,,,0
network_size,2000,GOSSIP,0.07248792734796194,0.003944306724966047,0.0034573372807643896,25059.24263712,499.2731902934186,437.6322467929947,282.80110626220704,13.601500216128004,11.922240599062196,111.38012800480769,5.356898546659646,4.695528605169112,0.290496280623033,0.012955325932293288,0.011355843866467262,0.9441067161699781,0.019123519151807225,0.01676250360664435,5
network_size,2000,MIXED,0.008110489726987767,0.0006236866572123296,0.0005466854587770603,4188.145302107355,23.061852516239746,20.214605006047567,1149.589096069336,78.05197129756688,68.41556933089502,452.7612439903846,30.740468695657118,26.945208844167894,0.0025193737495592993,0.0016665689697773042,0.001460812110200627,0.9927090319229441,0.00342964091654004,0.003006212809296899,5
network_size,3000,PULL,,,,,,,,,,,,,,,,,,,0
network_size,3000,PUSH,,,,,,,,,,,,,,,,,,,0
network_size,3000,GOSSIP,0.0803523046111765,0.004524049037118186,0.003965503822771183,29440.26680019132,541.3819005537492,474.542158719076,505.6738883972168,19.960029757405803,17.49573748122738,132.7718106971154,5.240787300406042,4.593752610455604,0.3348708086271783,0.02473848040891584,0.021684234150917983,0.9530588620934596,0.015364803984406475,0.013467844498676258,5
network_size,3000,MIXED,0.009710829568324185,0.002418162767010361,0.002119613120456108,5801.416528794546,43.364588172048066,38.010737451841266,1437.1461280822755,146.12962121076276,128.0882604889958,377.3429833733975,38.36839285123618,33.63137916429018,0.0028282106576430826,0.002104489289335312,0.0018446661946786,0.9925706302088949,0.002541853493794072,0.002228032822779803,5
network_size,5000,PULL,,,,,,,,,,,,,,,,,,,0
network_size,5000,PUSH,,,,,,,,,,,,,,,,,,,0
network_size,5000,GOSSIP,0.09521045182518788,0.00518827463734766,0.004547723231818596,36741.23064919608,322.13628417140086,282.3649027351652,845.7079940795899,37.54228969670966,32.90726782279044,133.23153629807695,5.914354561450881,5.1841603462365295,0.5754568360198351,0.015548569899980004,0.013628922425710857,0.951055481292352,0.005215480287051958,0.004571570035206051,5
network_size,5000,MIXED,0.013678631064962452,0.0012841750838969144,0.0011256290907811586,8428.893671056703,60.83164250798079,53.32128562967784,1806.4245811462401,110.5141274495747,96.86990376891919,284.58134939903846,17.410225616671454,15.260735609134342,0.0038599042337453373,0.0021808975858731653,0.0019116410195592125,0.9871248580178691,0.003824227660385001,0.00335208333994189,5
network_size,7000,PULL,,,,,,,,,,,,,,,,,,,0
network_size,7000,PUSH,,,,,,,,,,,,,,,,,,,0
network_size,7000,GOSSIP,0.11502913540873878,0.00424410380750474,0.0037201210099213422,46603.52495610693,305.9858517139942,268.20842451757926,946.7691482543945,39.64178894468817,34.74756005336878,106.53753932005493,4.460790316413259,3.9100551093021547,0.8019131319895563,0.003101462234118419,0.0027185515109737633,0.9130070173690404,0.012914927359517579,0.011320432956138441,5
network_size,7000,MIXED,0.01722894975616385,0.0014658978650808094,0.0012849161315618618,10411.443105047725,55.58457392744461,48.722027234434414,2313.1828575134277,124.72037904303676,109.32223232214997,260.29662044986264,14.03446902638127,12.301754494272693,0.005841986283239897,0.0026530712933325925,0.0023255195223296247,0.979831106183107,0.003882598717497693,0.0034032478273779104,5
network_size,10000,PULL,,,,,,,,,,,,,,,,,,,0
network_size,10000,PUSH,,,,,,,,,,,,,,,,,,,0
network_size,10000,GOSSIP,0.15055652468841618,0.008243799250453345,0.007226008642615193,61452.52467673148,489.6945847928615,429.23622888566626,979.6751091003418,46.916823767448086,41.124409235097545,77.16825474759615,3.6956021182974492,3.2393380812876837,0.9111882155017401,0.004349456964527332,0.003812467123654058,0.9115958989787689,0.013880684767040503,0.01216695664763257,5
network_size,10000,MIXED,0.021096719128700515,0.002811748044603328,0.00246460582722738,12737.931882873192,99.7650166765623,87.44789275355582,2819.618907165527,196.2043214861514,171.9806705263248,222.0992123798077,15.454863477063,13.546785124535118,0.011091838706580703,0.0028581566076912885,0.002505284726334064,0.9812156088156909,0.003671566994075152,0.0032182703660170696,5
network_size,20000,PULL,,,,,,,,,,,,,,,,,,,0
network_size,20000,PUSH,,,,,,,,,,,,,,,,,,,0
network_size,20000,GOSSIP,0.23823069035157984,0.0063756959851830304,0.005588543933682765,105411.10096379365,705.1867133319743,618.1234077132609,1047.6628410339356,43.277399005683904,37.93431277790767,41.261798046875,1.704463714685397,1.4940283186375947,0.9663941636052981,0.0014289751805703613,0.0012525519716308229,0.8276837939717424,0.011341723279343015,0.009941458779964303,5
