sweep_dim,sweep_value,strategy,n_runs,far_mean,far_std,far_ci95,delay_mean_mean,delay_mean_std,delay_mean_ci95,bandwidth_mb_mean,bandwidth_mb_std,bandwidth_mb_ci95,bandwidth_per_node_kb_mean,bandwidth_per_node_kb_std,bandwidth_per_node_kb_ci95,expired_ttl_rate_mean,expired_ttl_rate_std,expired_ttl_rate_ci95,coverage_rate_mean,coverage_rate_std,coverage_rate_ci95
mean_online_duration,300,PULL,10,0.18654704510436815,0.005450679613826238,0.0033783662256054326,77245.51939020885,1180.8947208328561,731.9261309613009,6.669556045532227,0.3064054682619509,0.18991207677868696,13.65925078125,0.6275183990004753,0.3889399332427508,0.5046110569191787,0.0034147515760770504,0.002116484954314431,0.870470652851577,0.015190479132238888,0.009415156510198064
mean_online_duration,300,PUSH,10,0.1407125246215076,0.005302437742252465,0.003286484961684691,42457.16740611669,421.05956491724095,260.97542212464964,28.560845184326173,1.640390707064363,1.0167246938318997,58.492610937500004,3.3595201680678146,2.08225217296773,0.22831603305641143,0.0026560395905400338,0.0016462303936907534,0.9274751649603195,0.011509524969243914,0.007133677483120476
mean_online_duration,300,GOSSIP,10,0.06593506689645647,0.0037460912023957256,0.0023218513823687037,20453.14682079156,1031.7593969227212,639.491099545274,33.95163269042969,4.492073993069047,2.7842163062767002,53.48687980769231,7.076744259850314,4.386211534811294,0.24368935181611437,0.027776698028432186,0.017216175803116615,0.9618360030150359,0.01989341481622326,0.01233006624652987
mean_online_duration,300,MIXED,10,0.004839694028649018,0.0011247490262802334,0.0006971266689440153,2158.090750495709,11.348854209739496,7.034092714649547,487.5703525543213,29.813812144597705,18.478792213426335,768.1108323317306,46.96822097856624,29.111204963920876,0.0030101487688689197,0.0014110320737046563,0.0008745667400736301,0.996259635387351,0.002617401154858014,0.0016222820431424571
mean_online_duration,600,PULL,10,0.17680523712339863,0.005345065799897235,0.00331290610554443,64903.02259115681,547.7334537545402,339.4887118488311,7.382352828979492,0.3112480539506653,0.19291354248469797,15.119058593750001,0.6374360144909623,0.3950869350086613,0.4503476291499443,0.0024645972831360326,0.0015275732222354605,0.8929248080943495,0.014624745127116916,0.009064510941023084
mean_online_duration,600,PUSH,10,0.14087443059130372,0.006161743062548426,0.0038190879171412983,41911.220769500156,455.2126509648421,282.1437241673406,35.075991821289065,2.1693371034949265,1.3445690669122512,71.83563124999998,4.4428023879576095,2.753677449036291,0.2229968780687866,0.0022684418574053563,0.0014059948297765093,0.9279730229600769,0.011684645128118147,0.007242218082106088
mean_online_duration,600,GOSSIP,10,0.06200899975266316,0.005241132905472447,0.003248487830185986,19453.831376181384,788.7086798627334,488.8467043873199,34.97892684936524,4.0182227702616,2.4905202755957183,55.10526322115385,6.3302463334582715,3.923527326476945,0.20979905217860675,0.032945640784039665,0.020419919714854972,0.9502575263059182,0.027299138402254727,0.016920181280213782
mean_online_duration,600,MIXED,10,0.004018946566025143,0.0006840591838866958,0.0004239842747858306,1874.6374535276586,13.16135423519756,8.157491869203435,491.0628326416016,31.7280842443694,19.6652703531583,773.6128317307691,49.983935794206566,30.980364371744766,0.002455585652029969,0.0012521591879487684,0.0007760963052968939,0.9967440244709028,0.002454186547936243,0.0015211205817072086
mean_online_duration,1200,PULL,10,0.17143330213773422,0.005640517814942099,0.003496029161682739,59085.784864173314,675.0448343768551,418.3971230749505,7.837295150756836,0.3404707390962129,0.21102595038825428,16.05078046875,0.6972840736690439,0.43218114639514466,0.41518329614769306,0.004007744518672496,0.0024840257879758204,0.9015033104990895,0.012255628936387045,0.007596117512982581
mean_online_duration,1200,PUSH,10,0.13973162905224654,0.006532596695619981,0.004048945380315972,41194.48265879006,537.2187607081926,332.9716375797285,46.96763725280762,3.151885828113948,1.9535590757626258,96.18972109375,6.455062175977365,4.000888987161857,0.21810184287230622,0.002772763476345403,0.001718576607642865,0.930439499339419,0.009777672835685465,0.006060264409837777
mean_online_duration,1200,GOSSIP,10,0.06076562853536495,0.0020256263225023035,0.0012554962020296203,19051.67958978119,604.8904541442738,374.9149877179503,35.50753173828125,2.8210972612870533,1.748534197919928,55.938019230769235,4.444313223935297,2.7546138748769335,0.18535116078274239,0.023961372999071688,0.014851412850217535,0.9556094128980686,0.00751536629706175,0.004658072290039422
mean_online_duration,1200,MIXED,10,0.003402959094790513,0.0007832416490217999,0.0004854582035661557,1592.5209570423037,14.522697568483776,9.001261208894785,499.76106452941895,33.59170316295444,20.820353325926785,787.3158924278847,52.91985236748516,32.800064316536975,0.002155797379471266,0.0011544642513978299,0.0007155443562850403,0.997403967242367,0.002352987894199691,0.0014583970062849669
mean_online_duration,1800,PULL,10,0.1714308489803032,0.0061207430569442745,0.003793675850390696,57110.2828691073,778.2634246613376,482.3726681404061,8.028346252441406,0.35350128635179473,0.21910236725152885,16.442053125,0.7239706344484759,0.44872164813113125,0.4002121865858566,0.0029778863825856306,0.0018457131021053525,0.9043285187833103,0.013283879181406345,0.008233433617644472
mean_online_duration,1800,PUSH,10,0.13977186426535304,0.006669626620386499,0.00413387740760926,40922.08094027933,651.117514786553,403.5668167461587,58.161932373046874,4.357836836212783,2.7010152544676482,119.1156375,8.924849840563779,5.531679241149742,0.21503518615726983,0.003004821322504042,0.0018624075508266189,0.9299641495280107,0.010455749262802513,0.006480540533560147
