sweep_dim,sweep_value,strategy,far,delay_mean,bandwidth_mb,expired_ttl_rate,coverage_rate
network_size,5000,MIXED,0.0027022158169699153,1556.246475774481,5827.635322570801,0.0015378842477053838,0.9970282317979198
network_size,7000,PULL,0.16778900112233447,,118.99181365966797,0.3712891754157049,0.0
network_size,7000,PUSH,0.03965581743359521,41105.497361763584,1374.7954330444336,0.12335443516175286,0.9384858044164038
network_size,7000,GOSSIP,0.05268331039905642,17045.13853840941,986.9609260559082,0.09799212815733495,0.9668769716088328
network_size,7000,MIXED,0.001572636131315117,1563.2885624743615,7473.22940826416,0.001504736267795502,0.998422712933754
network_size,10000,PULL,0.15482423335826478,,176.7312126159668,0.3721539030741832,0.0
network_size,10000,PUSH,0.034779356768885564,41152.578275786036,2173.4718475341797,0.12354193111669191,0.9375
network_size,10000,GOSSIP,0.04784601283226398,17111.18778910259,1918.6598167419434,0.09918146219696357,0.9880952380952381
network_size,10000,MIXED,0.0031164069660861594,1552.0928600178509,11609.914287567139,0.001368397985870606,0.9955357142857143
network_size,20000,PULL,0.16479055176231777,,353.300838470459,0.37146669872851745,0.0
network_size,20000,PUSH,0.0383834655840561,41188.07707004307,4335.831432342529,0.12316393327484426,0.9329359165424739
network_size,20000,GOSSIP,0.05478955007256894,17174.16951188032,3819.1679306030273,0.09075414230926761,0.9657228017883756
network_size,20000,MIXED,0.0012699564586357039,1555.1995842381953,23190.360717773438,0.0014157947648657705,0.9940387481371088
network_size,30000,PULL,0.16384630698785585,,500.79940032958984,0.37042769018407706,0.0
network_size,30000,PUSH,0.037626916185546484,41089.86297709662,5915.548900604248,0.12299739130538316,0.9276729559748428
network_size,30000,GOSSIP,0.05145929339477726,16853.68101451346,5295.621971130371,0.09559299247827148,0.9827044025157232
network_size,30000,MIXED,0.002112135176651306,1558.2871905531404,31939.720153808594,0.001396787507844026,0.9984276729559748
network_size,40000,PULL,0.16070435588507878,,706.9573059082031,0.3705953818419595,0.0
network_size,40000,PUSH,0.03651529193697869,41127.778375601556,8699.955459594727,0.12317811394408959,0.9314456035767511
network_size,40000,GOSSIP,0.05469314079422383,17302.020087892965,7100.823379516602,0.0912355622842544,0.9463487332339792
network_size,40000,MIXED,0.0021660649819494585,1556.592012328921,46388.13640213013,0.0013964232165104655,0.9940387481371088
