sweep_dim,sweep_value,strategy,far,delay_mean,bandwidth_mb,expired_ttl_rate,coverage_rate
mean_online_duration,300,PULL,0.1903605454885111,,6.662387847900391,0.5074002843047077,0.0
mean_online_duration,300,PUSH,0.05772464038856716,59914.09695584411,29.90599822998047,0.18940905235745942,0.9059561128526645
mean_online_duration,300,GOSSIP,0.07661596958174904,22253.05409100903,25.623554229736328,0.2980482177051988,0.9341692789968652
mean_online_duration,300,MIXED,0.00494296577946768,2556.443411433827,509.5216407775879,0.00193869904968065,0.9984326018808778
mean_online_duration,600,PULL,0.17943435100206032,,7.345111846923828,0.450430495516416,0.0
mean_online_duration,600,PUSH,0.05000936504963476,50308.67131554609,36.95632553100586,0.17067390708918342,0.9122257053291536
mean_online_duration,600,GOSSIP,0.06688324097076247,21712.3002842636,34.32443618774414,0.26130132087167995,0.9686520376175548
mean_online_duration,600,MIXED,0.0032486145614370344,2284.467973858398,512.02734375,0.0015020742930713844,0.9984326018808778
mean_online_duration,1200,PULL,0.18007025328156775,,7.757373809814453,0.4172204392798769,0.0
mean_online_duration,1200,PUSH,0.04732852652985765,46177.33535301516,51.3629035949707,0.15861558835108985,0.9075235109717869
mean_online_duration,1200,GOSSIP,0.06168260784696467,19659.07878359188,38.09427261352539,0.19059571619812585,0.9608150470219435
mean_online_duration,1200,MIXED,0.0035135662697638103,1990.3098552342299,522.7761459350586,0.0013625932300631097,0.9984326018808778
mean_online_duration,1800,PULL,0.17683499155246857,,8.037643432617188,0.4003934191702432,0.0
mean_online_duration,1800,PUSH,0.04186221137600901,44776.64810375765,64.79270553588867,0.14803290414878398,0.9090909090909091
mean_online_duration,1800,GOSSIP,0.05889145496535797,19250.199953040774,39.7502555847168,0.16515207165791876,0.9467084639498433
mean_online_duration,1800,MIXED,0.0017321016166281756,1819.3329505578974,529.2966651916504,0.0013388466961291928,0.9984326018808778
mean_online_duration,3600,PULL,0.17742537313432835,,8.411964416503906,0.3743740163113464,0.0
mean_online_duration,3600,PUSH,0.03861940298507463,41688.65158668732,98.54741668701172,0.12962035579720513,0.9388714733542319
mean_online_duration,3600,GOSSIP,0.05855338691159587,19132.987253732874,41.36171340942383,0.1768813033359193,0.9796238244514106
mean_online_duration,3600,MIXED,0.0009567546880979717,1535.9455636793464,537.5249214172363,0.0012770782359610908,0.9984326018808778
mean_online_duration,7200,PULL,0.16206639313688923,,8.921165466308594,0.3355407860763125,0.0
mean_online_duration,7200,PUSH,0.030772099962700486,38170.01265620136,150.6646270751953,0.10547958305441331,0.9420062695924765
mean_online_duration,7200,GOSSIP,0.06231967686093479,19068.119803393827,41.48966979980469,0.16182048040455121,0.9686520376175548
mean_online_duration,7200,MIXED,0.0015387574533564147,1251.2952865222185,535.6321563720703,0.0011926627388307136,0.9984326018808778
mean_online_duration,14400,PULL,0.15478424015009382,,9.622264862060547,0.2862521733916901,0.0
mean_online_duration,14400,PUSH,0.019136960600375234,32321.525683177188,215.77050018310547,0.07492055878649799,0.9561128526645768
mean_online_duration,14400,GOSSIP,0.05944594074644094,18527.297844578523,38.188472747802734,0.10032730895118827,0.9796238244514106
mean_online_duration,14400,MIXED,0.0007695267410542517,988.4666367429559,522.3124923706055,0.0011740429770883735,1.0
mean_online_duration,28800,PULL,0.16010498687664043,,10.342960357666016,0.23708410766740604,0.0
mean_online_duration,28800,PUSH,0.017435320584926885,28151.216510472696,279.23757553100586,0.056087764522510644,0.9561128526645768
mean_online_duration,28800,GOSSIP,0.05713732326166957,17721.400107176887,37.270198822021484,0.09892427004038455,0.9811912225705329
mean_online_duration,28800,MIXED,0.000968429207824908,739.0431201784144,498.63986587524414,0.001167458870900492,1.0
