sweep_dim,sweep_value,strategy,n_runs,far_mean,far_std,far_ci95,delay_mean_mean,delay_mean_std,delay_mean_ci95,bandwidth_mb_mean,bandwidth_mb_std,bandwidth_mb_ci95,bandwidth_per_node_kb_mean,bandwidth_per_node_kb_std,bandwidth_per_node_kb_ci95,expired_ttl_rate_mean,expired_ttl_rate_std,expired_ttl_rate_ci95,coverage_rate_mean,coverage_rate_std,coverage_rate_ci95
ttl,120,PULL,5,0.13603290844153856,0.0068958099362929634,0.006044443912768067,41014.19525479721,513.2499172770764,449.8833881552531,71.15006256103516,6.862359250760267,6.0151230941239975,145.71532812499998,14.054111745557025,12.318972096765943,0.9960138776417887,0.0002923250681936201,0.0002562342198112129,0.9296111476802917,0.0117696275456003,0.01031653340663198
ttl,120,PUSH,5,0.03810009017313503,0.003763789854911566,0.0032991072676936822,25255.743867907528,221.5095342483058,194.1616674874636,93.51463775634765,9.324206545328202,8.173027391268114,191.517978125,19.09597500483216,16.7383600973171,0.9763820417955799,0.0016032920181574776,0.001405347416630115,0.9592258360350518,0.0060902503383073936,0.005338339792526997
ttl,120,GOSSIP,5,0.019214352223904684,0.007422972032185314,0.006506521863146078,5326.722712209895,1012.8227702163978,887.7783008384977,299.30811538696287,59.06713992888937,51.77463092605558,471.5254002403846,93.05346351874263,81.56495702812447,0.999950071151494,3.2978732386637293e-05,2.8907133471891586e-05,0.9885092989800329,0.012615748163870828,0.011058190828721864
ttl,120,MIXED,5,0.002106479165122732,0.0006285157423663908,0.0005509183385451177,1103.47640718195,9.251427022936737,8.109233327168699,503.4042572021484,42.8647701272503,37.57262761901812,793.0553221153847,67.52849940046816,59.19133951057623,0.9725036607735218,0.0019651636163260174,0.0017225418577416017,0.9976526619657289,0.002655971678837492,0.0023280618223163892
ttl,720,PULL,5,0.13623499388680219,0.006861148359207402,0.006014061700880367,41120.94107669755,520.918145327483,456.60488639682364,65.1619369506836,5.307902870824391,4.652582001754811,133.451646875,10.87058507944836,9.52848793959386,0.9234899001648745,0.003409575443778442,0.0029886246469474228,0.9293099428610144,0.01208631365485019,0.010594121020414548
ttl,720,PUSH,5,0.03810009017313503,0.003763789854911566,0.0032991072676936822,25255.743867907528,221.5095342483058,194.1616674874636,93.51463775634765,9.324206545328202,8.173027391268114,191.517978125,19.09597500483216,16.7383600973171,0.8841178197840444,0.0051231023239866015,0.004490597180431507,0.9592258360350518,0.0060902503383073936,0.005338339792526997
ttl,720,GOSSIP,5,0.019680588281780566,0.007568176084031595,0.00663379882631646,5431.884992887635,1022.5308116887163,896.2877743774104,302.65844345092773,58.61023301899504,51.37413436136964,476.8034555288462,92.3336594022322,80.93402090160389,0.9984113492419773,0.0003865485484660468,0.0003388247417417894,0.9885092989800329,0.012615748163870828,0.011058190828721864
ttl,720,MIXED,5,0.002106479165122732,0.0006285157423663908,0.0005509183385451177,1102.8924276463606,9.216721168011253,8.078812304043092,503.48558044433594,42.89119536755628,37.595790363407325,793.1834375,67.57012931750404,59.22782974173708,0.7616211722524794,0.010645950886269757,0.009331587387794736,0.9976526619657289,0.002655971678837492,0.0023280618223163892
ttl,3600,PULL,5,0.1394735542916719,0.0071780089573929414,0.006291802260958539,42188.89559301678,540.68420071938,473.9305978501203,31.52669448852539,1.367804461819725,1.1989334725701168,64.56667031250001,2.8012635378067965,2.455415751823599,0.7631517060014487,0.0026055999643376723,0.0022839090678325844,0.9283583315376724,0.013466680874509938,0.01180406623574661
ttl,3600,PUSH,5,0.03810009017313503,0.003763789854911566,0.0032991072676936822,25255.743867907528,221.5095342483058,194.1616674874636,93.51463775634765,9.324206545328202,8.173027391268114,191.517978125,19.09597500483216,16.7383600973171,0.6738335138626634,0.004803899902442222,0.0042108039216744424,0.9592258360350518,0.0060902503383073936,0.005338339792526997
